bank_account_no,scam_msg_time,first_pay_time,amount,label
acct_109,2/15/2025 12:40,2/24/2025 10:01,19.5453591536153,0
acct_110,2/20/2025 13:10,2/21/2025 9:08,140.8688472870917,1
acct_111,2/21/2025 11:50,2/19/2025 11:26,24.475471204664554,0
acct_112,2/10/2025 7:30,2/10/2025 7:36,20.81170008860641,1
acct_113,2/22/2025 17:40,2/18/2025 8:06,307.1078842912231,1
acct_114,2/25/2025 14:20,2/13/2025 9:27,19.14425901542774,1
acct_115,2/20/2025 13:10,2/21/2025 9:08,138.9410145818724,1
acct_116,2/23/2025 13:30,2/16/2025 10:57,28.465352422709408,0
acct_117,2/17/2025 19:00,2/23/2025 10:42,95.04370429104688,1
acct_118,2/10/2025 7:30,2/10/2025 7:36,25.20355778264183,1
acct_119,2/11/2025 20:10,2/11/2025 21:05,88.52128874505395,0
acct_120,2/20/2025 13:10,2/21/2025 9:08,137.95300501475626,1
acct_121,2/23/2025 13:30,2/16/2025 10:57,28.35855126991263,0
acct_122,2/17/2025 19:00,2/23/2025 10:42,95.43999336794353,1
acct_123,2/21/2025 11:50,2/19/2025 11:26,26.718375150480874,0
acct_124,2/11/2025 20:10,2/11/2025 21:05,90.67022249182915,0
acct_125,2/24/2025 16:25,2/15/2025 8:16,210.71374211829902,1
acct_126,2/22/2025 17:40,2/18/2025 8:06,312.92660578243914,1
acct_127,2/23/2025 13:30,2/16/2025 10:57,25.622473891354296,0
acct_128,2/20/2025 13:10,2/21/2025 9:08,138.72049693450052,1
acct_129,2/20/2025 13:10,2/21/2025 9:08,138.14684811718894,1
acct_130,2/20/2025 13:10,2/21/2025 9:08,139.22038039368846,1
acct_131,2/23/2025 13:30,2/16/2025 10:57,25.24662770488738,0
acct_132,2/11/2025 20:10,2/11/2025 21:05,90.27030189362881,0
acct_133,2/18/2025 15:30,2/22/2025 8:21,16.555554605802453,0
acct_134,2/21/2025 11:50,2/19/2025 11:26,21.058387410994683,0
acct_135,2/23/2025 13:30,2/16/2025 10:57,25.968841837584918,0
acct_136,2/1/2025 10:00,2/1/2025 10:12,35.62702769490039,1
acct_137,2/23/2025 13:30,2/16/2025 10:57,29.676253135788762,0
acct_138,2/9/2025 16:00,2/9/2025 19:15,123.99346178338357,0
acct_139,2/11/2025 20:10,2/11/2025 21:05,94.82772493201466,0
acct_140,2/24/2025 16:25,2/15/2025 8:16,210.82881886655198,1
acct_141,2/1/2025 10:00,2/1/2025 10:12,33.020923759936274,1
acct_142,2/24/2025 16:25,2/15/2025 8:16,205.73590743853737,1
acct_143,2/10/2025 7:30,2/10/2025 7:36,22.535422924687673,1
acct_144,2/24/2025 16:25,2/15/2025 8:16,208.37411780937936,1
acct_145,2/15/2025 12:40,2/24/2025 10:01,22.169285479640628,0
acct_146,2/25/2025 14:20,2/13/2025 9:27,17.775806401880384,1
acct_147,2/15/2025 12:40,2/24/2025 10:01,22.71841822716723,0
acct_148,2/18/2025 15:30,2/22/2025 8:21,19.131960461575286,0
acct_149,2/10/2025 7:30,2/10/2025 7:36,22.31409713489069,1
acct_150,2/5/2025 14:10,2/5/2025 14:55,49.68273032592262,0
acct_151,2/5/2025 14:10,2/5/2025 14:55,47.928692494348375,0
acct_152,2/1/2025 10:00,2/1/2025 10:12,31.650634110591287,1
acct_153,2/21/2025 11:50,2/19/2025 11:26,23.02738418185334,0
acct_154,2/7/2025 11:00,2/7/2025 12:10,71.89243489836336,0
acct_155,2/12/2025 15:00,2/12/2025 15:11,28.535859827159765,0
acct_156,2/9/2025 16:00,2/9/2025 19:15,120.26054904294577,0
acct_157,2/22/2025 17:40,2/18/2025 8:06,311.9654790220461,1
acct_158,2/11/2025 20:10,2/11/2025 21:05,88.0014088029217,0
acct_159,2/20/2025 13:10,2/21/2025 9:08,137.63011246716596,1
acct_160,2/9/2025 16:00,2/9/2025 19:15,118.06976647553526,0
acct_161,2/11/2025 20:10,2/11/2025 21:05,87.54954787092849,0
acct_162,2/10/2025 7:30,2/10/2025 7:36,26.256939464870328,1
acct_163,2/24/2025 16:25,2/15/2025 8:16,208.35722664155122,1
acct_164,2/3/2025 9:30,2/3/2025 9:38,21.67697840747269,1
acct_165,2/1/2025 10:00,2/1/2025 10:12,33.19414564382595,1
acct_166,2/20/2025 13:10,2/21/2025 9:08,141.86314602574848,1
acct_167,2/25/2025 14:20,2/13/2025 9:27,19.769901932211727,1
acct_168,2/25/2025 14:20,2/13/2025 9:27,18.68672420468382,1
acct_169,2/17/2025 19:00,2/23/2025 10:42,94.91847494772914,1
acct_170,2/24/2025 16:25,2/15/2025 8:16,208.69042460914122,1
acct_171,2/7/2025 11:00,2/7/2025 12:10,72.89214440296416,0
acct_172,2/5/2025 14:10,2/5/2025 14:55,49.09003303931844,0
acct_173,2/24/2025 16:25,2/15/2025 8:16,207.5487884724655,1
acct_174,2/10/2025 7:30,2/10/2025 7:36,19.444124851360762,1
acct_175,2/12/2025 15:00,2/12/2025 15:11,25.345175835444238,0
acct_176,2/21/2025 11:50,2/19/2025 11:26,27.15818251282087,0
acct_177,2/5/2025 14:10,2/5/2025 14:55,50.31998322714688,0
acct_178,2/1/2025 10:00,2/1/2025 10:12,34.76272334778024,1
acct_179,2/5/2025 14:10,2/5/2025 14:55,50.57165227920508,0
acct_180,2/7/2025 11:00,2/7/2025 12:10,74.61200348341364,0
acct_181,2/21/2025 11:50,2/19/2025 11:26,24.438765002727713,0
acct_182,2/22/2025 17:40,2/18/2025 8:06,309.1781455383325,1
acct_183,2/5/2025 14:10,2/5/2025 14:55,52.21257742011978,0
acct_184,2/1/2025 10:00,2/1/2025 10:12,35.857512876923224,1
acct_185,2/7/2025 11:00,2/7/2025 12:10,75.07151198399198,0
acct_186,2/22/2025 17:40,2/18/2025 8:06,310.3664688744438,1
acct_187,2/25/2025 14:20,2/13/2025 9:27,16.551061936558998,1
acct_188,2/15/2025 12:40,2/24/2025 10:01,20.26368160150867,0
acct_189,2/22/2025 17:40,2/18/2025 8:06,313.3018558644625,1
acct_190,2/9/2025 16:00,2/9/2025 19:15,123.44733144156659,0
acct_191,2/21/2025 11:50,2/19/2025 11:26,23.640961573434797,0
acct_192,2/11/2025 20:10,2/11/2025 21:05,88.23362535772803,0
acct_193,2/21/2025 11:50,2/19/2025 11:26,26.922888584484404,0
acct_194,2/21/2025 11:50,2/19/2025 11:26,21.785908635913025,0
acct_195,2/22/2025 17:40,2/18/2025 8:06,308.21054596208836,1
acct_196,2/12/2025 15:00,2/12/2025 15:11,26.28665358937809,0
acct_197,2/20/2025 13:10,2/21/2025 9:08,139.21078975428082,1
acct_198,2/23/2025 13:30,2/16/2025 10:57,27.98975626655986,0
acct_199,2/15/2025 12:40,2/24/2025 10:01,22.673114202950973,0
acct_0,2/15/2025 12:40,2/24/2025 10:01,23.675149097597867,0
acct_1,2/14/2025 17:45,2/25/2025 8:49,262.81496372262745,1
acct_2,2/9/2025 16:00,2/9/2025 19:15,120.18116981380349,0
acct_3,2/18/2025 15:30,2/22/2025 8:21,18.287877586553716,0
acct_4,2/14/2025 17:45,2/25/2025 8:49,255.89965579793795,1
acct_5,2/18/2025 15:30,2/22/2025 8:21,16.902563196139763,0
acct_6,2/14/2025 17:45,2/25/2025 8:49,258.31353945941424,1
acct_7,2/6/2025 8:45,2/6/2025 8:49,12.562373879152744,1
acct_8,2/17/2025 19:00,2/23/2025 10:42,93.2436952661425,1
acct_9,2/7/2025 11:00,2/7/2025 12:10,71.33175311859837,0
acct_10,2/25/2025 14:20,2/13/2025 9:27,20.831805084712027,1
acct_11,2/9/2025 16:00,2/9/2025 19:15,117.34721456452087,0
acct_12,2/23/2025 13:30,2/16/2025 10:57,28.061262985188836,0
acct_13,2/21/2025 11:50,2/19/2025 11:26,23.031661133332843,0
acct_14,2/25/2025 14:20,2/13/2025 9:27,18.34465381127608,1
acct_15,2/18/2025 15:30,2/22/2025 8:21,19.005515650609208,0
acct_16,2/6/2025 8:45,2/6/2025 8:49,16.07623087400785,1
acct_17,2/23/2025 13:30,2/16/2025 10:57,30.674796214885486,0
acct_18,2/14/2025 17:45,2/25/2025 8:49,259.6909886415002,1
acct_19,2/9/2025 16:00,2/9/2025 19:15,118.6081147766586,0
acct_20,2/21/2025 11:50,2/19/2025 11:26,23.552282366239,0
acct_21,2/15/2025 12:40,2/24/2025 10:01,23.484993582542444,0
acct_22,2/12/2025 15:00,2/12/2025 15:11,25.35314671690742,0
acct_23,2/20/2025 13:10,2/21/2025 9:08,137.83122385553327,1
acct_24,2/3/2025 9:30,2/3/2025 9:38,20.180979563255747,1
acct_25,2/12/2025 15:00,2/12/2025 15:11,25.45645666027781,0
acct_26,2/23/2025 13:30,2/16/2025 10:57,33.03494807506784,0
acct_27,2/17/2025 19:00,2/23/2025 10:42,98.75368922256334,1
acct_28,2/23/2025 13:30,2/16/2025 10:57,26.29351329888236,0
acct_29,2/11/2025 20:10,2/11/2025 21:05,88.42523327690165,0
acct_30,2/8/2025 18:20,2/8/2025 18:24,15.073115996325994,1
acct_31,2/20/2025 13:10,2/21/2025 9:08,138.81858597207304,1
acct_32,2/20/2025 13:10,2/21/2025 9:08,140.63121000718067,1
acct_33,2/24/2025 16:25,2/15/2025 8:16,212.41170724177647,1
acct_34,2/24/2025 16:25,2/15/2025 8:16,208.5418323245128,1
acct_35,2/14/2025 17:45,2/25/2025 8:49,258.6917071198644,1
acct_36,2/17/2025 19:00,2/23/2025 10:42,90.70542194052268,1
acct_37,2/17/2025 19:00,2/23/2025 10:42,94.67466815891018,1
acct_38,2/25/2025 14:20,2/13/2025 9:27,16.875171176280872,1
acct_39,2/14/2025 17:45,2/25/2025 8:49,258.94112114526786,1
acct_40,2/22/2025 17:40,2/18/2025 8:06,308.24627844366483,1
acct_41,2/25/2025 14:20,2/13/2025 9:27,18.811474891494885,1
acct_42,2/20/2025 13:10,2/21/2025 9:08,136.48454321728673,1
acct_43,2/23/2025 13:30,2/16/2025 10:57,25.06590950921802,0
acct_44,2/9/2025 16:00,2/9/2025 19:15,124.25849422405659,0
acct_45,2/17/2025 19:00,2/23/2025 10:42,92.42515483745194,1
acct_46,2/1/2025 10:00,2/1/2025 10:12,32.80642884309072,1
acct_47,2/1/2025 10:00,2/1/2025 10:12,38.67382705664263,1
acct_48,2/23/2025 13:30,2/16/2025 10:57,33.810134338480815,0
acct_49,2/21/2025 11:50,2/19/2025 11:26,21.656866742349315,0
acct_50,2/17/2025 19:00,2/23/2025 10:42,94.26350208642394,1
acct_51,2/23/2025 13:30,2/16/2025 10:57,28.683111101881018,0
acct_52,2/14/2025 17:45,2/25/2025 8:49,263.4573952888112,1
acct_53,2/23/2025 13:30,2/16/2025 10:57,26.026285843143526,0
acct_54,2/11/2025 20:10,2/11/2025 21:05,88.50944430811577,0
acct_55,2/5/2025 14:10,2/5/2025 14:55,51.55467515212349,0
acct_56,2/9/2025 16:00,2/9/2025 19:15,120.86953214893323,0
acct_57,2/8/2025 18:20,2/8/2025 18:24,17.247687857539802,1
acct_58,2/10/2025 7:30,2/10/2025 7:36,21.73235407096792,1
acct_59,2/21/2025 11:50,2/19/2025 11:26,21.250208383260038,0
acct_60,2/11/2025 20:10,2/11/2025 21:05,88.52365251205067,0
acct_61,2/17/2025 19:00,2/23/2025 10:42,94.4672250199821,1
acct_62,2/7/2025 11:00,2/7/2025 12:10,72.46433977925251,0
acct_63,2/1/2025 10:00,2/1/2025 10:12,33.88934556236197,1
acct_64,2/15/2025 12:40,2/24/2025 10:01,23.943077045090277,0
acct_65,2/12/2025 15:00,2/12/2025 15:11,27.025431635639656,0
acct_66,2/24/2025 16:25,2/15/2025 8:16,210.31085865533694,1
acct_67,2/24/2025 16:25,2/15/2025 8:16,210.7035128167984,1
acct_68,2/21/2025 11:50,2/19/2025 11:26,24.106310695155734,0
acct_69,2/21/2025 11:50,2/19/2025 11:26,24.00016878618283,0
acct_70,2/12/2025 15:00,2/12/2025 15:11,23.556883932914307,0
acct_71,2/14/2025 17:45,2/25/2025 8:49,260.6329885233466,1
acct_72,2/14/2025 17:45,2/25/2025 8:49,259.805426803173,1
acct_73,2/24/2025 16:25,2/15/2025 8:16,214.1863366178612,1
acct_74,2/11/2025 20:10,2/11/2025 21:05,92.14670980495049,0
acct_75,2/14/2025 17:45,2/25/2025 8:49,260.771693105113,1
acct_76,2/18/2025 15:30,2/22/2025 8:21,15.473885580610466,0
acct_77,2/17/2025 19:00,2/23/2025 10:42,92.77517705603316,1
acct_78,2/18/2025 15:30,2/22/2025 8:21,19.38228590617773,0
acct_79,2/22/2025 17:40,2/18/2025 8:06,310.52549845029426,1
acct_80,2/14/2025 17:45,2/25/2025 8:49,260.96028680678324,1
acct_81,2/24/2025 16:25,2/15/2025 8:16,206.51082802605163,1
acct_82,2/17/2025 19:00,2/23/2025 10:42,96.85487696311637,1
acct_83,2/9/2025 16:00,2/9/2025 19:15,120.90884067642872,0
acct_84,2/3/2025 9:30,2/3/2025 9:38,17.779138631171044,1
acct_85,2/5/2025 14:10,2/5/2025 14:55,49.0569503851001,0
acct_86,2/18/2025 15:30,2/22/2025 8:21,17.527434408713038,0
acct_87,2/7/2025 11:00,2/7/2025 12:10,72.10493359671248,0
acct_88,2/18/2025 15:30,2/22/2025 8:21,16.41565762839289,0
acct_89,2/24/2025 16:25,2/15/2025 8:16,209.79302346386808,1
acct_90,2/18/2025 15:30,2/22/2025 8:21,16.49604524358623,0
acct_91,2/21/2025 11:50,2/19/2025 11:26,24.305125024204937,0
acct_92,2/18/2025 15:30,2/22/2025 8:21,19.942983945986313,0
acct_93,2/3/2025 9:30,2/3/2025 9:38,14.866683118137406,1
acct_94,2/3/2025 9:30,2/3/2025 9:38,19.526299470980632,1
acct_95,2/20/2025 13:10,2/21/2025 9:08,140.3530248427449,1
acct_96,2/12/2025 15:00,2/12/2025 15:11,25.5919879793742,0
acct_97,2/25/2025 14:20,2/13/2025 9:27,18.25617083735742,1
acct_98,2/7/2025 11:00,2/7/2025 12:10,68.48655643504283,0
acct_99,2/14/2025 17:45,2/25/2025 8:49,260.65599096742824,1
acct_100,2/1/2025 10:00,2/1/2025 10:12,38.45470042832837,1
acct_101,2/1/2025 10:00,2/1/2025 10:12,31.932277190167724,1
acct_102,2/15/2025 12:40,2/24/2025 10:01,24.727656027396378,0
acct_103,2/17/2025 19:00,2/23/2025 10:42,94.34294955375421,1
acct_104,2/3/2025 9:30,2/3/2025 9:38,19.877351308342305,1
acct_105,2/11/2025 20:10,2/11/2025 21:05,86.8942029785921,0
acct_106,2/24/2025 16:25,2/15/2025 8:16,209.33108765528826,1
acct_107,2/22/2025 17:40,2/18/2025 8:06,312.6000891893979,1
acct_108,2/14/2025 17:45,2/25/2025 8:49,261.1653104839754,1
acct_109,2/8/2025 18:20,2/8/2025 18:24,21.464623210819887,1
acct_110,2/14/2025 17:45,2/25/2025 8:49,262.3548237779554,1
acct_111,2/25/2025 14:20,2/13/2025 9:27,19.878173357859154,1
acct_112,2/6/2025 8:45,2/6/2025 8:49,18.487869052335583,1
acct_113,2/25/2025 14:20,2/13/2025 9:27,19.877986317476598,1
acct_114,2/25/2025 14:20,2/13/2025 9:27,20.655976353594117,1
acct_115,2/24/2025 16:25,2/15/2025 8:16,209.40685809293058,1
acct_116,2/21/2025 11:50,2/19/2025 11:26,24.13309163171841,0
acct_117,2/18/2025 15:30,2/22/2025 8:21,15.605152353399447,0
acct_118,2/15/2025 12:40,2/24/2025 10:01,24.979167869189705,0
acct_119,2/8/2025 18:20,2/8/2025 18:24,15.643392753770268,1
acct_120,2/24/2025 16:25,2/15/2025 8:16,211.56470068483532,1
acct_121,2/7/2025 11:00,2/7/2025 12:10,71.61869788498969,0
acct_122,2/14/2025 17:45,2/25/2025 8:49,262.34249418693463,1
acct_123,2/3/2025 9:30,2/3/2025 9:38,21.50173797746252,1
acct_124,2/8/2025 18:20,2/8/2025 18:24,21.641292315293605,1
acct_125,2/12/2025 15:00,2/12/2025 15:11,26.46154938227729,0
acct_126,2/25/2025 14:20,2/13/2025 9:27,15.85591948869352,1
acct_127,2/15/2025 12:40,2/24/2025 10:01,22.8660936542036,0
acct_128,2/20/2025 13:10,2/21/2025 9:08,137.65598561481036,1
acct_129,2/20/2025 13:10,2/21/2025 9:08,138.96344031526746,1
acct_130,2/1/2025 10:00,2/1/2025 10:12,38.02245686655344,1
acct_131,2/11/2025 20:10,2/11/2025 21:05,90.27506762179539,0
acct_132,2/20/2025 13:10,2/21/2025 9:08,138.6021391428425,1
acct_133,2/21/2025 11:50,2/19/2025 11:26,21.9725652671192,0
acct_134,2/8/2025 18:20,2/8/2025 18:24,18.06556418575252,1
acct_135,2/20/2025 13:10,2/21/2025 9:08,137.56687970123775,1
acct_136,2/18/2025 15:30,2/22/2025 8:21,15.657719445206837,0
acct_137,2/5/2025 14:10,2/5/2025 14:55,50.624018943102485,0
acct_138,2/14/2025 17:45,2/25/2025 8:49,262.3106240722134,1
acct_139,2/20/2025 13:10,2/21/2025 9:08,141.2175229444489,1
acct_140,2/21/2025 11:50,2/19/2025 11:26,19.4174209828038,0
acct_141,2/6/2025 8:45,2/6/2025 8:49,15.60873345806052,1
acct_142,2/15/2025 12:40,2/24/2025 10:01,23.144067146465154,0
acct_143,2/22/2025 17:40,2/18/2025 8:06,310.8277805707454,1
acct_144,2/5/2025 14:10,2/5/2025 14:55,53.23241936330241,0
acct_145,2/15/2025 12:40,2/24/2025 10:01,18.873523446390514,0
acct_146,2/15/2025 12:40,2/24/2025 10:01,21.81779314961779,0
acct_147,2/14/2025 17:45,2/25/2025 8:49,261.1818126455867,1
acct_148,2/14/2025 17:45,2/25/2025 8:49,256.83681120109213,1
acct_149,2/9/2025 16:00,2/9/2025 19:15,122.95189809610702,0
acct_150,2/14/2025 17:45,2/25/2025 8:49,260.73671322540133,1
acct_151,2/11/2025 20:10,2/11/2025 21:05,90.6931679716868,0
acct_152,2/1/2025 10:00,2/1/2025 10:12,33.85811267695641,1
acct_153,2/10/2025 7:30,2/10/2025 7:36,23.62752737993242,1
acct_154,2/14/2025 17:45,2/25/2025 8:49,262.1369431119781,1
acct_155,2/9/2025 16:00,2/9/2025 19:15,120.46575604027434,0
acct_156,2/17/2025 19:00,2/23/2025 10:42,95.46880178539739,1
acct_157,2/10/2025 7:30,2/10/2025 7:36,22.54068647856345,1
acct_158,2/1/2025 10:00,2/1/2025 10:12,33.273309470521234,1
acct_159,2/25/2025 14:20,2/13/2025 9:27,18.704942639519295,1
acct_160,2/20/2025 13:10,2/21/2025 9:08,139.6949549350953,1
acct_161,2/23/2025 13:30,2/16/2025 10:57,28.76678772870699,0
acct_162,2/23/2025 13:30,2/16/2025 10:57,29.99964849382059,0
acct_163,2/17/2025 19:00,2/23/2025 10:42,92.88292783604318,1
acct_164,2/25/2025 14:20,2/13/2025 9:27,18.749981939360843,1
acct_165,2/15/2025 12:40,2/24/2025 10:01,25.962911095317946,0
acct_166,2/17/2025 19:00,2/23/2025 10:42,93.51282354237487,1
acct_167,2/12/2025 15:00,2/12/2025 15:11,23.35549996541936,0
acct_168,2/5/2025 14:10,2/5/2025 14:55,50.40461238366239,0
acct_169,2/9/2025 16:00,2/9/2025 19:15,121.68877038097064,0
acct_170,2/20/2025 13:10,2/21/2025 9:08,140.02285211112132,1
acct_171,2/20/2025 13:10,2/21/2025 9:08,142.65792118087398,1
acct_172,2/22/2025 17:40,2/18/2025 8:06,311.71358796513306,1
acct_173,2/20/2025 13:10,2/21/2025 9:08,141.68364013378013,1
acct_174,2/23/2025 13:30,2/16/2025 10:57,29.108233002648188,0
acct_175,2/14/2025 17:45,2/25/2025 8:49,264.65530620069217,1
acct_176,2/20/2025 13:10,2/21/2025 9:08,139.58967662226792,1
